"date","ccaa","province","new_cases","cases_accumulated","pcr","TestAc","cases_accumulated_pcr","Muestras.TestAc","muestras_totales","IA14","deceased","fallec_diarios","intensive_care","hospitalized","ocu_UCI_covid","ocu_hospi_covid","ocu_UCI_total","ocu_hospi_total","altas24h_total_covid","source_name","source","comments"
"2021-03-16","Asturias, Principado de","Asturias",146,45583,142,4,43215,2368,837818,172.174,1863,4,87,211,26.126,6.658,41.742,69.738,20,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-17","Asturias, Principado de","Asturias",131,45714,118,13,43333,2381,840843,171.783,1866,3,88,217,26.426,6.848,39.64,69.58,22,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-18","Asturias, Principado de","Asturias",135,45849,120,15,43453,2396,843539,169.339,1867,1,88,209,26.426,6.595,41.441,67.971,24,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-19","Asturias, Principado de","Asturias",142,45991,137,5,43590,2401,846388,169.339,1871,4,83,193,25.857,6.096,41.745,64.435,30,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-20","Asturias, Principado de","Asturias",65,46056,56,9,43646,2410,848345,162.495,1873,2,82,215,26.032,7.075,42.222,66.173,3,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-21","Asturias, Principado de","Asturias",61,46117,57,4,43703,2414,850387,156.14,1874,1,81,225,24.847,7.156,41.411,68.48,8,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-22","Asturias, Principado de","Asturias",117,46234,110,7,43813,2421,853887,157.607,1875,1,74,214,22.699,6.807,38.957,70.388,33,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-23","Asturias, Principado de","Asturias",125,46359,110,15,43923,2436,857142,159.66,1879,4,73,195,22.393,6.202,38.344,71.024,32,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-24","Asturias, Principado de","Asturias",112,46471,103,9,44026,2445,860265,160.833,1881,2,77,189,23.62,6.002,41.718,71.61,24,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-25","Asturias, Principado de","Asturias",167,46638,159,8,44185,2453,863140,163.277,1882,1,75,186,23.006,5.907,39.877,70.435,20,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-26","Asturias, Principado de","Asturias",114,46752,112,2,44297,2455,866118,158.78,1886,4,72,168,22.086,5.335,36.503,64.401,44,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-27","Asturias, Principado de","Asturias",90,46842,88,2,44385,2457,868725,158.193,1890,4,70,174,21.472,5.526,36.503,64.719,6,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
"2021-03-28","Asturias, Principado de","Asturias",111,46953,109,2,44494,2459,871313,159.073,1891,1,70,184,21.472,5.843,38.344,67.641,3,"Dados de Laplace","https://dgspasturias.shinyapps.io/panel_de_indicadores_asturias/",NA
